ds2,Accidente,NumAcc
2020-01-01 03:00:00,True,2
2020-01-01 11:00:00,True,1
2020-01-01 14:00:00,True,1
2020-01-01 16:00:00,True,1
2020-01-01 18:00:00,True,1
2020-01-01 19:00:00,True,1
2020-01-01 21:00:00,True,1
2020-01-02 09:00:00,True,1
2020-01-02 15:00:00,True,1
2020-01-02 16:00:00,True,1
2020-01-02 22:00:00,True,1
2020-01-02 23:00:00,True,1
2020-01-03 02:00:00,True,1
2020-01-03 14:00:00,True,1
2020-01-03 15:00:00,True,1
2020-01-03 16:00:00,True,3
2020-01-03 18:00:00,True,3
2020-01-03 17:00:00,True,1
2020-01-03 19:00:00,True,1
2020-01-04 00:00:00,True,1
2020-01-04 12:00:00,True,2
2020-01-04 14:00:00,True,1
2020-01-04 19:00:00,True,1
2020-01-04 23:00:00,True,1
2020-01-05 01:00:00,True,1
2020-01-05 09:00:00,True,1
2020-01-05 17:00:00,True,1
2020-01-05 18:00:00,True,1
2020-01-05 23:00:00,True,1
2020-01-06 00:00:00,True,1
2020-01-06 01:00:00,True,2
2020-01-06 04:00:00,True,1
2020-01-06 18:00:00,True,1
2020-01-06 19:00:00,True,1
2020-01-06 20:00:00,True,1
2020-01-06 22:00:00,True,1
2020-01-06 23:00:00,True,1
2020-01-07 09:00:00,True,2
2020-01-07 13:00:00,True,2
2020-01-07 12:00:00,True,1
2020-01-07 16:00:00,True,4
2020-01-07 17:00:00,True,4
2020-01-07 18:00:00,True,1
2020-01-07 22:00:00,True,1
2020-01-07 23:00:00,True,1
2020-01-08 10:00:00,True,1
2020-01-08 14:00:00,True,1
2020-01-08 15:00:00,True,1
2020-01-08 16:00:00,True,2
2020-01-08 17:00:00,True,2
2020-01-08 20:00:00,True,2
2020-01-08 21:00:00,True,1
2020-01-08 22:00:00,True,1
2020-01-09 09:00:00,True,1
2020-01-09 12:00:00,True,1
2020-01-09 15:00:00,True,1
2020-01-09 16:00:00,True,1
2020-01-09 17:00:00,True,1
2020-01-09 18:00:00,True,1
2020-01-09 19:00:00,True,1
2020-01-09 20:00:00,True,2
2020-01-09 21:00:00,True,1
2020-01-09 23:00:00,True,1
2020-01-10 02:00:00,True,1
2020-01-10 04:00:00,True,1
2020-01-10 09:00:00,True,1
2020-01-10 10:00:00,True,1
2020-01-10 11:00:00,True,1
2020-01-10 13:00:00,True,1
2020-01-10 14:00:00,True,1
2020-01-10 18:00:00,True,2
2020-01-10 20:00:00,True,1
2020-01-10 21:00:00,True,1
2020-01-10 22:00:00,True,1
2020-01-11 05:00:00,True,1
2020-01-11 12:00:00,True,1
2020-01-11 13:00:00,True,1
2020-01-11 16:00:00,True,1
2020-01-11 19:00:00,True,1
2020-01-11 22:00:00,True,2
2020-01-12 00:00:00,True,1
2020-01-12 02:00:00,True,1
2020-01-12 03:00:00,True,2
2020-01-12 09:00:00,True,1
2020-01-12 12:00:00,True,1
2020-01-12 13:00:00,True,2
2020-01-12 19:00:00,True,1
2020-01-12 22:00:00,True,1
2020-01-13 10:00:00,True,1
2020-01-13 11:00:00,True,1
2020-01-13 15:00:00,True,2
2020-01-13 16:00:00,True,2
2020-01-13 17:00:00,True,2
2020-01-13 20:00:00,True,3
2020-01-13 19:00:00,True,3
2020-01-13 21:00:00,True,1
2020-01-13 23:00:00,True,4
2020-01-14 11:00:00,True,1
2020-01-14 13:00:00,True,1
2020-01-14 15:00:00,True,2
2020-01-14 16:00:00,True,1
2020-01-14 18:00:00,True,1
2020-01-14 19:00:00,True,1
2020-01-14 21:00:00,True,1
2020-01-15 01:00:00,True,1
2020-01-15 02:00:00,True,2
2020-01-15 12:00:00,True,2
2020-01-15 13:00:00,True,1
2020-01-15 17:00:00,True,3
2020-01-15 21:00:00,True,1
2020-01-15 23:00:00,True,1
2020-01-16 09:00:00,True,1
2020-01-16 10:00:00,True,1
2020-01-16 15:00:00,True,1
2020-01-16 16:00:00,True,1
2020-01-16 18:00:00,True,2
2020-01-16 20:00:00,True,1
2020-01-16 21:00:00,True,1
2020-01-17 10:00:00,True,1
2020-01-17 11:00:00,True,1
2020-01-17 14:00:00,True,1
2020-01-17 17:00:00,True,1
2020-01-17 19:00:00,True,1
2020-01-17 22:00:00,True,1
2020-01-17 23:00:00,True,3
2020-01-18 01:00:00,True,3
2020-01-18 10:00:00,True,1
2020-01-18 12:00:00,True,1
2020-01-18 13:00:00,True,1
2020-01-18 14:00:00,True,1
2020-01-18 21:00:00,True,2
2020-01-18 22:00:00,True,1
2020-01-18 23:00:00,True,1
2020-01-19 00:00:00,True,2
2020-01-19 01:00:00,True,1
2020-01-19 03:00:00,True,1
2020-01-19 02:00:00,True,1
2020-01-19 05:00:00,True,1
2020-01-19 10:00:00,True,1
2020-01-19 13:00:00,True,1
2020-01-19 12:00:00,True,1
2020-01-19 14:00:00,True,1
2020-01-19 16:00:00,True,1
2020-01-19 19:00:00,True,1
2020-01-19 21:00:00,True,1
2020-01-20 01:00:00,True,1
2020-01-20 09:00:00,True,1
2020-01-20 11:00:00,True,4
2020-01-20 15:00:00,True,1
2020-01-20 17:00:00,True,1
2020-01-20 20:00:00,True,1
2020-01-21 02:00:00,True,1
2020-01-21 03:00:00,True,1
2020-01-21 10:00:00,True,1
2020-01-21 12:00:00,True,2
2020-01-21 16:00:00,True,2
2020-01-21 17:00:00,True,2
2020-01-21 18:00:00,True,1
2020-01-21 21:00:00,True,2
2020-01-21 23:00:00,True,1
2020-01-22 00:00:00,True,1
2020-01-22 04:00:00,True,1
2020-01-22 11:00:00,True,2
2020-01-22 13:00:00,True,1
2020-01-22 14:00:00,True,1
2020-01-22 17:00:00,True,1
2020-01-22 19:00:00,True,4
2020-01-22 20:00:00,True,4
2020-01-22 21:00:00,True,1
2020-01-22 22:00:00,True,1
2020-01-22 23:00:00,True,2
2020-01-23 10:00:00,True,1
2020-01-23 12:00:00,True,2
2020-01-23 16:00:00,True,2
2020-01-23 19:00:00,True,2
2020-01-23 20:00:00,True,1
2020-01-23 21:00:00,True,2
2020-01-23 22:00:00,True,1
2020-01-23 23:00:00,True,1
2020-01-24 07:00:00,True,1
2020-01-24 09:00:00,True,1
2020-01-24 10:00:00,True,1
2020-01-24 12:00:00,True,3
2020-01-24 11:00:00,True,1
2020-01-24 14:00:00,True,2
2020-01-24 17:00:00,True,3
2020-01-24 20:00:00,True,1
2020-01-25 01:00:00,True,1
2020-01-25 03:00:00,True,1
2020-01-25 04:00:00,True,1
2020-01-25 21:00:00,True,1
2020-01-26 03:00:00,True,1
2020-01-26 05:00:00,True,1
2020-01-26 04:00:00,True,1
2020-01-26 08:00:00,True,1
2020-01-26 10:00:00,True,1
2020-01-26 15:00:00,True,2
2020-01-26 16:00:00,True,1
2020-01-26 19:00:00,True,1
2020-01-26 23:00:00,True,1
2020-01-27 11:00:00,True,3
2020-01-27 12:00:00,True,3
2020-01-27 14:00:00,True,1
2020-01-27 15:00:00,True,1
2020-01-27 16:00:00,True,2
2020-01-27 18:00:00,True,1
2020-01-27 22:00:00,True,2
2020-01-27 23:00:00,True,1
2020-01-28 02:00:00,True,1
2020-01-28 05:00:00,True,1
2020-01-28 10:00:00,True,1
2020-01-28 11:00:00,True,1
2020-01-28 16:00:00,True,1
2020-01-28 15:00:00,True,1
2020-01-28 17:00:00,True,1
2020-01-28 20:00:00,True,3
2020-01-28 19:00:00,True,1
2020-01-28 22:00:00,True,1
2020-01-29 04:00:00,True,1
2020-01-29 10:00:00,True,2
2020-01-29 11:00:00,True,1
2020-01-29 16:00:00,True,1
2020-01-29 18:00:00,True,1
2020-01-29 21:00:00,True,1
2020-01-30 00:00:00,True,2
2020-01-30 04:00:00,True,1
2020-01-30 14:00:00,True,1
2020-01-30 13:00:00,True,1
2020-01-30 15:00:00,True,1
2020-01-30 16:00:00,True,2
2020-01-30 19:00:00,True,1
2020-01-30 21:00:00,True,2
2020-01-30 22:00:00,True,2
2020-01-30 23:00:00,True,1
2020-01-31 01:00:00,True,1
2020-01-31 05:00:00,True,1
2020-01-31 09:00:00,True,1
2020-01-31 14:00:00,True,1
2020-01-31 15:00:00,True,1
2020-01-31 16:00:00,True,2
2020-01-31 17:00:00,True,1
2020-01-31 18:00:00,True,1
2020-01-31 19:00:00,True,1
2020-01-31 21:00:00,True,1
2020-01-31 22:00:00,True,1
2020-02-01 00:00:00,True,1
2020-02-01 02:00:00,True,1
2020-02-01 03:00:00,True,1
2020-02-01 05:00:00,True,1
2020-02-01 07:00:00,True,1
2020-02-01 15:00:00,True,1
2020-02-01 16:00:00,True,3
2020-02-01 18:00:00,True,1
2020-02-01 22:00:00,True,1
2020-02-02 00:00:00,True,1
2020-02-02 01:00:00,True,1
2020-02-02 07:00:00,True,2
2020-02-02 09:00:00,True,1
2020-02-02 10:00:00,True,1
2020-02-02 13:00:00,True,1
2020-02-02 16:00:00,True,1
2020-02-02 19:00:00,True,1
2020-02-02 20:00:00,True,2
2020-02-02 22:00:00,True,1
2020-02-03 09:00:00,True,1
2020-02-03 10:00:00,True,1
